"","time","status","condition","subject","velocity","normVelocity"
"471",21,"S 3","VAN","subject 4",6.52456,1.87710501504662
"472",22,"S 3","VAN","subject 4",4.58444,1.52484687678114
"473",23,"S 3","VAN","subject 4",2.52861,0.931616687143256
"474",24,"S 3","VAN","subject 4",0.891718,-0.103453446382074
"475",25,"S 3","VAN","subject 4",0.468182,-0.737763865820687
"476",26,"NS 3","VAN","subject 4",0.586755,-0.516248635080243
"477",27,"NS 3","VAN","subject 4",3.82381,1.34385908679663
"478",28,"NS 3","VAN","subject 4",7.80524,2.05607567357464
"479",29,"NS 3","VAN","subject 4",7.11912,1.96418780464918
"480",30,"NS 3","VAN","subject 4",4.71256,1.55235102544781
"481",31,"S 4","VAN","subject 4",3.7863,1.33402690818341
"482",32,"S 4","VAN","subject 4",3.67563,1.30444147439372
"483",33,"S 4","VAN","subject 4",10.0664,2.31019605599538
"484",34,"S 4","VAN","subject 4",9.67809,2.27089729605075
"485",35,"S 4","VAN","subject 4",4.51385,1.50936340120551
"486",36,"NS 4","VAN","subject 4",1.57707,0.461889548952118
"487",37,"NS 4","VAN","subject 4",4.85274,1.58160206505301
"488",38,"NS 4","VAN","subject 4",15.9523,2.77022969191446
"489",39,"NS 4","VAN","subject 4",24.0853,3.1820168007307
"490",40,"NS 4","VAN","subject 4",26.9612,3.29476963004391
"491",41,"S 5","VAN","subject 4",25.9221,3.25548158354471
"492",42,"S 5","VAN","subject 4",24.2336,3.18815266502536
"493",43,"S 5","VAN","subject 4",21.8431,3.0843427879083
"494",44,"S 5","VAN","subject 4",12.2144,2.50343395440188
"495",45,"S 5","VAN","subject 4",5.23221,1.65674316514419
"496",46,"NS 5","VAN","subject 4",1.12839,0.129614983496315
"497",47,"NS 5","VAN","subject 4",1.43338,0.366987585387113
"498",48,"NS 5","VAN","subject 4",3.99704,1.38805281413475
"499",49,"NS 5","VAN","subject 4",7.18431,1.97329043581013
"500",50,"NS 5","VAN","subject 4",13.7369,2.62081334414843
"501",51,"S 6","VAN","subject 4",20.5193,3.02185313400532
"502",52,"S 6","VAN","subject 4",13.0809,2.57191733233294
"503",53,"S 6","VAN","subject 4",5.00417,1.61226790422715
"504",54,"S 6","VAN","subject 4",3.37254,1.21862690656569
"505",55,"S 6","VAN","subject 4",5.16485,1.6438103532241
"506",56,"NS 6","VAN","subject 4",5.0042,1.61227388725331
"507",57,"NS 6","VAN","subject 4",5.72603,1.74676733340917
"508",58,"NS 6","VAN","subject 4",7.29893,1.98909688821884
"509",59,"NS 6","VAN","subject 4",14.2802,2.6595739876451
"510",60,"NS 6","VAN","subject 4",18.101,2.8965194884824
"511",61,"S 7","VAN","subject 4",14.944,2.70497882257772
"512",62,"S 7","VAN","subject 4",14.1826,2.65272070201291
"513",63,"S 7","VAN","subject 4",5.29159,1.66800677556707
"514",64,"S 7","VAN","subject 4",2.35765,0.86189790204361
"515",65,"S 7","VAN","subject 4",2.30364,0.83882204190616
"516",66,"NS 7","VAN","subject 4",2.15773,0.773680537076419
"517",67,"NS 7","VAN","subject 4",4.07506,1.4073364160866
"518",68,"NS 7","VAN","subject 4",4.75568,1.56144023416475
"519",69,"NS 7","VAN","subject 4",3.16795,1.15623633482524
"520",70,"NS 7","VAN","subject 4",1.02318,0.0326414247157622
"521",71,"S 8","VAN","subject 4",0.2317,-1.4200579912727
"522",72,"S 8","VAN","subject 4",0.306996,-1.148866123481
"523",73,"S 8","VAN","subject 4",0.263428,-1.29671694589089
"524",74,"S 8","VAN","subject 4",1.46947,0.391683915531895
"525",75,"S 8","VAN","subject 4",0.788229,-0.225359755281056
"526",76,"NS 8","VAN","subject 4",0.201691,-1.5526276147351
"527",77,"NS 8","VAN","subject 4",0.247822,-1.35548585464718
"528",78,"NS 8","VAN","subject 4",0.199502,-1.56302199312613
"529",79,"NS 8","VAN","subject 4",0.274967,-1.25538189489129
"530",80,"NS 8","VAN","subject 4",1.14314,0.142488656292231
"531",81,"S 9","VAN","subject 4",4.10892,1.41559099307548
"532",82,"S 9","VAN","subject 4",8.48754,2.1397767098439
"533",83,"S 9","VAN","subject 4",11.2833,2.42420962951753
"534",84,"S 9","VAN","subject 4",6.47855,1.87003908510674
"535",85,"S 9","VAN","subject 4",1.43688,0.369409514010033
"536",86,"NS 9","VAN","subject 4",1.1874,0.180152539509115
"537",87,"NS 9","VAN","subject 4",1.21869,0.205948561175108
"538",88,"NS 9","VAN","subject 4",1.23182,0.216578045472045
"539",89,"NS 9","VAN","subject 4",2.6133,0.964433067200169
"540",90,"NS 9","VAN","subject 4",4.9356,1.59849829239571
"541",91,"S 10","VAN","subject 4",9.62912,2.26582981814855
"542",92,"S 10","VAN","subject 4",9.65799,2.26882042850061
"543",93,"S 10","VAN","subject 4",18.6065,2.92404828425555
"544",94,"S 10","VAN","subject 4",20.7088,3.03104150065623
"545",95,"S 10","VAN","subject 4",17.9118,2.88601784893095
"546",96,"NS 10","VAN","subject 4",14.301,2.66102847232874
"547",97,"NS 10","VAN","subject 4",4.89704,1.59067090869468
"548",98,"NS 10","VAN","subject 4",7.51721,2.01852445522479
"549",99,"NS 10","VAN","subject 4",NA,NA
"550",100,"NS 10","VAN","subject 4",NA,NA
"551",101,"S 11","VAN","subject 4",NA,NA
"552",102,"S 11","VAN","subject 4",NA,NA
"553",103,"S 11","VAN","subject 4",NA,NA
"554",104,"S 11","VAN","subject 4",NA,NA
"555",105,"S 11","VAN","subject 4",NA,NA
"556",106,"NS 11","VAN","subject 4",NA,NA
"557",107,"NS 11","VAN","subject 4",NA,NA
"558",108,"NS 11","VAN","subject 4",NA,NA
"559",109,"NS 11","VAN","subject 4",NA,NA
"560",110,"NS 11","VAN","subject 4",NA,NA
"561",111,"S 12","VAN","subject 4",NA,NA
"562",112,"S 12","VAN","subject 4",NA,NA
"563",113,"S 12","VAN","subject 4",NA,NA
"564",114,"S 12","VAN","subject 4",NA,NA
"565",115,"S 12","VAN","subject 4",NA,NA
"566",116,"NS 12","VAN","subject 4",NA,NA
"567",117,"NS 12","VAN","subject 4",NA,NA
"568",118,"NS 12","VAN","subject 4",NA,NA
"569",119,"NS 12","VAN","subject 4",NA,NA
"570",120,"NS 12","VAN","subject 4",NA,NA
"571",121,"S 13","VAN","subject 4",NA,NA
"572",122,"S 13","VAN","subject 4",NA,NA
"573",123,"S 13","VAN","subject 4",NA,NA
"574",124,"S 13","VAN","subject 4",NA,NA
"575",125,"S 13","VAN","subject 4",NA,NA
"576",126,"NS 13","VAN","subject 4",NA,NA
"577",127,"NS 13","VAN","subject 4",NA,NA
"578",128,"NS 13","VAN","subject 4",NA,NA
"579",129,"NS 13","VAN","subject 4",NA,NA
"580",130,"NS 13","VAN","subject 4",NA,NA
"581",131,"S 14","VAN","subject 4",NA,NA
"582",132,"S 14","VAN","subject 4",NA,NA
"583",133,"S 14","VAN","subject 4",NA,NA
"584",134,"S 14","VAN","subject 4",NA,NA
"585",135,"S 14","VAN","subject 4",NA,NA
"586",136,"NS 14","VAN","subject 4",NA,NA
"587",137,"NS 14","VAN","subject 4",NA,NA
"588",138,"NS 14","VAN","subject 4",NA,NA
"589",139,"NS 14","VAN","subject 4",NA,NA
"590",140,"NS 14","VAN","subject 4",NA,NA
"591",141,"S 15","VAN","subject 4",NA,NA
"592",142,"S 15","VAN","subject 4",NA,NA
"593",143,"S 15","VAN","subject 4",NA,NA
"594",144,"S 15","VAN","subject 4",NA,NA
"595",145,"S 15","VAN","subject 4",NA,NA
"596",146,"NS 15","VAN","subject 4",NA,NA
"597",147,"NS 15","VAN","subject 4",NA,NA
"598",148,"NS 15","VAN","subject 4",NA,NA
"599",149,"NS 15","VAN","subject 4",NA,NA
"600",150,"NS 15","VAN","subject 4",NA,NA
"601",1,"S 1","VAN","subject 5",25.2141,3.22779988671318
"602",2,"S 1","VAN","subject 5",6.52883,1.87775825038219
"603",3,"S 1","VAN","subject 5",2.74149,1.01214258312983
"604",4,"S 1","VAN","subject 5",0.49714,-0.678968179386676
"605",5,"S 1","VAN","subject 5",0.685247,-0.363488100871979
"606",6,"NS 1","VAN","subject 5",1.47689,0.396686690296582
"607",7,"NS 1","VAN","subject 5",1.23992,0.223079549266122
"608",8,"NS 1","VAN","subject 5",2.30807,0.840734942908533
"609",9,"NS 1","VAN","subject 5",3.53306,1.26499076054096
"610",10,"NS 1","VAN","subject 5",6.30475,1.84288816673695
"611",11,"S 2","VAN","subject 5",12.6739,2.54033347269674
"612",12,"S 2","VAN","subject 5",9.13926,2.21367300169999
"613",13,"S 2","VAN","subject 5",4.212,1.44030894942613
"614",14,"S 2","VAN","subject 5",1.06195,0.0694794197698033
"615",15,"S 2","VAN","subject 5",0.504271,-0.665004915113666
"616",16,"NS 2","VAN","subject 5",1.07046,0.077386876381355
"617",17,"NS 2","VAN","subject 5",1.0654,0.0726926853934406
"618",18,"NS 2","VAN","subject 5",1.89433,0.644130240678845
"619",19,"NS 2","VAN","subject 5",1.28502,0.258526139047688
"620",20,"NS 2","VAN","subject 5",0.772049,-0.245837880553325
"621",21,"S 3","VAN","subject 5",2.84817,1.05018155989404
"622",22,"S 3","VAN","subject 5",6.68838,1.90186570611598
"623",23,"S 3","VAN","subject 5",12.2258,2.50436608094422
"624",24,"S 3","VAN","subject 5",8.67547,2.16165151452129
"625",25,"S 3","VAN","subject 5",3.81566,1.34173100141324
"626",26,"NS 3","VAN","subject 5",0.90811,-0.0854380698321123
"627",27,"NS 3","VAN","subject 5",3.70354,1.31198559957856
"628",28,"NS 3","VAN","subject 5",12.1664,2.4994996520909
"629",29,"NS 3","VAN","subject 5",13.6528,2.61467681117558
"630",30,"NS 3","VAN","subject 5",20.8742,3.03899289221189
"631",31,"S 4","VAN","subject 5",17.9037,2.8855657832342
"632",32,"S 4","VAN","subject 5",12.3485,2.51434408544162
"633",33,"S 4","VAN","subject 5",9.54283,2.25683744567261
"634",34,"S 4","VAN","subject 5",3.62531,1.29069438932992
"635",35,"S 4","VAN","subject 5",1.57443,0.460224721198839
"636",36,"NS 4","VAN","subject 5",0.920334,-0.0722116175251451
"637",37,"NS 4","VAN","subject 5",0.632977,-0.4416463252132
"638",38,"NS 4","VAN","subject 5",13.9887,2.63896446816091
"639",39,"NS 4","VAN","subject 5",20.0199,2.99722615715403
"640",40,"NS 4","VAN","subject 5",20.0199,2.99722615715403
"641",41,"S 5","VAN","subject 5",20.0201,2.9972361421765
"642",42,"S 5","VAN","subject 5",20.0199,2.99722615715403
"643",43,"S 5","VAN","subject 5",20.0199,2.99722615715403
"644",44,"S 5","VAN","subject 5",20.0199,2.99722615715403
"645",45,"S 5","VAN","subject 5",20.0199,2.99722615715403
"646",46,"NS 5","VAN","subject 5",16.4171,2.79893241007934
"647",47,"NS 5","VAN","subject 5",14.6157,2.68278025522037
"648",48,"NS 5","VAN","subject 5",14.6157,2.68278025522037
"649",49,"NS 5","VAN","subject 5",7.25399,1.98292926464606
"650",50,"NS 5","VAN","subject 5",3.83188,1.34596183012615
"651",51,"S 6","VAN","subject 5",3.63636,1.29372940972555
"652",52,"S 6","VAN","subject 5",5.43796,1.69524122667635
"653",53,"S 6","VAN","subject 5",6.5547,1.88170680983325
"654",54,"S 6","VAN","subject 5",5.2329,1.65687478035872
"655",55,"S 6","VAN","subject 5",2.1603,0.774865406844803
"656",56,"NS 6","VAN","subject 5",0.609089,-0.479506236342145
"657",57,"NS 6","VAN","subject 5",0.2686,-1.27797821763643
"658",58,"NS 6","VAN","subject 5",0.292896,-1.19436576671458
"659",59,"NS 6","VAN","subject 5",2.26347,0.821307298682341
"660",60,"NS 6","VAN","subject 5",3.90337,1.36439889536427
"661",61,"S 7","VAN","subject 5",3.11165,1.13836170818539
"662",62,"S 7","VAN","subject 5",1.02004,0.0295976364389436
"663",63,"S 7","VAN","subject 5",2.38482,0.873308071462281
"664",64,"S 7","VAN","subject 5",7.19783,1.97516793512225
"665",65,"S 7","VAN","subject 5",5.80365,1.76020860080622
"666",66,"NS 7","VAN","subject 5",2.78112,1.02644294897208
"667",67,"NS 7","VAN","subject 5",0.947664,-0.0432582932206051
"668",68,"NS 7","VAN","subject 5",0.383732,-0.932084804172938
"669",69,"NS 7","VAN","subject 5",0.382819,-0.934406332999552
"670",70,"NS 7","VAN","subject 5",0.237097,-1.39797430689494
"671",71,"S 8","VAN","subject 5",0.122507,-2.02111980476265
"672",72,"S 8","VAN","subject 5",0.0771306,-2.44034713650074
"673",73,"S 8","VAN","subject 5",0.0570078,-2.70294624845676
"674",74,"S 8","VAN","subject 5",2.34918,0.858314101033013
"675",75,"S 8","VAN","subject 5",3.81411,1.34132576046581
"676",76,"NS 8","VAN","subject 5",5.43548,1.69478590676954
"677",77,"NS 8","VAN","subject 5",1.78479,0.584888023452732
"678",78,"NS 8","VAN","subject 5",5.02045,1.61550944333073
"679",79,"NS 8","VAN","subject 5",4.17336,1.43111475139136
"680",80,"NS 8","VAN","subject 5",4.17336,1.43111475139136
"681",81,"S 9","VAN","subject 5",4.1734,1.43112431303768
"682",82,"S 9","VAN","subject 5",4.17336,1.43111475139136
"683",83,"S 9","VAN","subject 5",1.36036,0.315073479043694
"684",84,"S 9","VAN","subject 5",0.40648,-0.875916837735882
"685",85,"S 9","VAN","subject 5",6.17576,1.82224987622605
"686",86,"NS 9","VAN","subject 5",10.1054,2.31405901506767
"687",87,"NS 9","VAN","subject 5",5.35473,1.679846048628
"688",88,"NS 9","VAN","subject 5",5.31293,1.6720239036251
"689",89,"NS 9","VAN","subject 5",5.07566,1.6264248145884
"690",90,"NS 9","VAN","subject 5",5.24914,1.65996751528349
"691",91,"S 10","VAN","subject 5",2.85458,1.05242174256169
"692",92,"S 10","VAN","subject 5",1.74501,0.562474554907294
"693",93,"S 10","VAN","subject 5",3.27943,1.19071429748774
"694",94,"S 10","VAN","subject 5",1.15778,0.155104510500402
"695",95,"S 10","VAN","subject 5",0.418249,-0.848050476865281
"696",96,"NS 10","VAN","subject 5",0.537847,-0.601759228097174
"697",97,"NS 10","VAN","subject 5",0.31986,-1.10908695696213
"698",98,"NS 10","VAN","subject 5",0.215961,-1.48739286097282
"699",99,"NS 10","VAN","subject 5",0.0724574,-2.49547348263948
"700",100,"NS 10","VAN","subject 5",0.890912,-0.104347695400133
"701",101,"S 11","VAN","subject 5",0.408591,-0.870860969440263
"702",102,"S 11","VAN","subject 5",0.323072,-1.09939659615683
"703",103,"S 11","VAN","subject 5",0.11185,-2.10496449891092
"704",104,"S 11","VAN","subject 5",0.190774,-1.6055753816198
"705",105,"S 11","VAN","subject 5",0.110628,-2.11504384916593
"706",106,"NS 11","VAN","subject 5",0.484668,-0.703868448508764
"707",107,"NS 11","VAN","subject 5",0.315843,-1.12133960871162
"708",108,"NS 11","VAN","subject 5",0.226962,-1.43985548825519
"709",109,"NS 11","VAN","subject 5",0.598046,-0.497504741983147
"710",110,"NS 11","VAN","subject 5",0.612208,-0.474480836999201
"711",111,"S 12","VAN","subject 5",0.684059,-0.365198307679631
"712",112,"S 12","VAN","subject 5",0.427724,-0.826166704211746
"713",113,"S 12","VAN","subject 5",0.27983,-1.23846073478461
"714",114,"S 12","VAN","subject 5",2.39933,0.879348700552337
"715",115,"S 12","VAN","subject 5",10.1484,2.31830094943405
"716",116,"NS 12","VAN","subject 5",7.29538,1.98861106301467
"717",117,"NS 12","VAN","subject 5",7.29538,1.98861106301467
"718",118,"NS 12","VAN","subject 5",7.29538,1.98861106301467
"719",119,"NS 12","VAN","subject 5",7.29538,1.98861106301467
"720",120,"NS 12","VAN","subject 5",7.29538,1.98861106301467
"721",121,"S 13","VAN","subject 5",7.29545,1.98862064494807
"722",122,"S 13","VAN","subject 5",7.29538,1.98861106301467
"723",123,"S 13","VAN","subject 5",7.29538,1.98861106301467
"724",124,"S 13","VAN","subject 5",7.29538,1.98861106301467
"725",125,"S 13","VAN","subject 5",7.29538,1.98861106301467
"726",126,"NS 13","VAN","subject 5",7.29538,1.98861106301467
"727",127,"NS 13","VAN","subject 5",7.29538,1.98861106301467
"728",128,"NS 13","VAN","subject 5",7.29538,1.98861106301467
"729",129,"NS 13","VAN","subject 5",7.29538,1.98861106301467
"730",130,"NS 13","VAN","subject 5",7.29538,1.98861106301467
"731",131,"S 14","VAN","subject 5",7.29545,1.98862064494807
"732",132,"S 14","VAN","subject 5",7.29538,1.98861106301467
"733",133,"S 14","VAN","subject 5",7.29538,1.98861106301467
"734",134,"S 14","VAN","subject 5",7.29538,1.98861106301467
"735",135,"S 14","VAN","subject 5",7.29538,1.98861106301467
"736",136,"NS 14","VAN","subject 5",4.53571,1.51418393105061
"737",137,"NS 14","VAN","subject 5",4.53571,1.51418393105061
"738",138,"NS 14","VAN","subject 5",7.35837,1.99719651484743
"739",139,"NS 14","VAN","subject 5",2.35411,0.860401629764181
"740",140,"NS 14","VAN","subject 5",0.28726,-1.21314810226139
"741",141,"S 15","VAN","subject 5",0.612323,-0.4742960284242
"742",142,"S 15","VAN","subject 5",0.12249,-2.02124810810211
"743",143,"S 15","VAN","subject 5",1.03669,0.0456328039971977
"744",144,"S 15","VAN","subject 5",1.80823,0.597863500404502
"745",145,"S 15","VAN","subject 5",1.80732,0.597362888382109
"746",146,"NS 15","VAN","subject 5",3.12914,1.1439488770564
"747",147,"NS 15","VAN","subject 5",1.179,0.173112617708645
"748",148,"NS 15","VAN","subject 5",0.782647,-0.232377301472661
"749",149,"NS 15","VAN","subject 5",2.39113,0.875939459879999
"750",150,"NS 15","VAN","subject 5",3.40119,1.22706120402534
"751",1,"S 1","VAN","subject 6",2.56984,0.947727381506609
"752",2,"S 1","VAN","subject 6",0.91761,-0.0751438931500297
"753",3,"S 1","VAN","subject 6",2.5598,0.943828074867243
"754",4,"S 1","VAN","subject 6",11.347,2.42983429390951
"755",5,"S 1","VAN","subject 6",10.6568,2.36713611405349
"756",6,"NS 1","VAN","subject 6",5.23353,1.65699493564527
"757",7,"NS 1","VAN","subject 6",6.07197,1.80532865665504
"758",8,"NS 1","VAN","subject 6",8.58627,2.1513283882451
"759",9,"NS 1","VAN","subject 6",7.13039,1.96576739670851
"760",10,"NS 1","VAN","subject 6",3.11756,1.14025314782718
"761",11,"S 2","VAN","subject 6",5.54831,1.71529410522372
"762",12,"S 2","VAN","subject 6",13.2294,2.58319723226146
"763",13,"S 2","VAN","subject 6",23.2626,3.14727670291624
"764",14,"S 2","VAN","subject 6",36.618,3.60081297524549
"765",15,"S 2","VAN","subject 6",53.3034,3.97618770670378
"766",16,"NS 2","VAN","subject 6",44.1936,3.78880623373075
"767",17,"NS 2","VAN","subject 6",26.5265,3.27852114379464
"768",18,"NS 2","VAN","subject 6",14.3347,2.66338053600447
"769",19,"NS 2","VAN","subject 6",8.88825,2.18585462819055
"770",20,"NS 2","VAN","subject 6",5.87646,1.77265479830365
"771",21,"S 3","VAN","subject 6",NA,NA
"772",22,"S 3","VAN","subject 6",NA,NA
"773",23,"S 3","VAN","subject 6",NA,NA
"774",24,"S 3","VAN","subject 6",NA,NA
"775",25,"S 3","VAN","subject 6",NA,NA
"776",26,"NS 3","VAN","subject 6",NA,NA
"777",27,"NS 3","VAN","subject 6",NA,NA
"778",28,"NS 3","VAN","subject 6",NA,NA
"779",29,"NS 3","VAN","subject 6",NA,NA
"780",30,"NS 3","VAN","subject 6",NA,NA
"781",31,"S 4","VAN","subject 6",NA,NA
"782",32,"S 4","VAN","subject 6",NA,NA
"783",33,"S 4","VAN","subject 6",NA,NA
"784",34,"S 4","VAN","subject 6",NA,NA
"785",35,"S 4","VAN","subject 6",NA,NA
"786",36,"NS 4","VAN","subject 6",NA,NA
"787",37,"NS 4","VAN","subject 6",NA,NA
"788",38,"NS 4","VAN","subject 6",NA,NA
"789",39,"NS 4","VAN","subject 6",NA,NA
"790",40,"NS 4","VAN","subject 6",NA,NA
"791",41,"S 5","VAN","subject 6",NA,NA
"792",42,"S 5","VAN","subject 6",NA,NA
"793",43,"S 5","VAN","subject 6",NA,NA
"794",44,"S 5","VAN","subject 6",NA,NA
"795",45,"S 5","VAN","subject 6",NA,NA
"796",46,"NS 5","VAN","subject 6",NA,NA
"797",47,"NS 5","VAN","subject 6",NA,NA
"798",48,"NS 5","VAN","subject 6",NA,NA
"799",49,"NS 5","VAN","subject 6",NA,NA
"800",50,"NS 5","VAN","subject 6",NA,NA
"801",51,"S 6","VAN","subject 6",NA,NA
"802",52,"S 6","VAN","subject 6",NA,NA
"803",53,"S 6","VAN","subject 6",NA,NA
"804",54,"S 6","VAN","subject 6",NA,NA
"805",55,"S 6","VAN","subject 6",NA,NA
"806",56,"NS 6","VAN","subject 6",NA,NA
"807",57,"NS 6","VAN","subject 6",NA,NA
"808",58,"NS 6","VAN","subject 6",NA,NA
"809",59,"NS 6","VAN","subject 6",NA,NA
"810",60,"NS 6","VAN","subject 6",NA,NA
"811",61,"S 7","VAN","subject 6",NA,NA
"812",62,"S 7","VAN","subject 6",NA,NA
"813",63,"S 7","VAN","subject 6",NA,NA
"814",64,"S 7","VAN","subject 6",NA,NA
"815",65,"S 7","VAN","subject 6",NA,NA
"816",66,"NS 7","VAN","subject 6",NA,NA
"817",67,"NS 7","VAN","subject 6",NA,NA
"818",68,"NS 7","VAN","subject 6",NA,NA
"819",69,"NS 7","VAN","subject 6",NA,NA
"820",70,"NS 7","VAN","subject 6",NA,NA
"821",71,"S 8","VAN","subject 6",NA,NA
"822",72,"S 8","VAN","subject 6",NA,NA
"823",73,"S 8","VAN","subject 6",NA,NA
"824",74,"S 8","VAN","subject 6",NA,NA
"825",75,"S 8","VAN","subject 6",NA,NA
"826",76,"NS 8","VAN","subject 6",NA,NA
"827",77,"NS 8","VAN","subject 6",NA,NA
"828",78,"NS 8","VAN","subject 6",NA,NA
"829",79,"NS 8","VAN","subject 6",NA,NA
"830",80,"NS 8","VAN","subject 6",NA,NA
"831",81,"S 9","VAN","subject 6",NA,NA
"832",82,"S 9","VAN","subject 6",NA,NA
"833",83,"S 9","VAN","subject 6",NA,NA
"834",84,"S 9","VAN","subject 6",NA,NA
"835",85,"S 9","VAN","subject 6",NA,NA
"836",86,"NS 9","VAN","subject 6",NA,NA
"837",87,"NS 9","VAN","subject 6",NA,NA
"838",88,"NS 9","VAN","subject 6",NA,NA
"839",89,"NS 9","VAN","subject 6",NA,NA
"840",90,"NS 9","VAN","subject 6",NA,NA
"841",91,"S 10","VAN","subject 6",NA,NA
"842",92,"S 10","VAN","subject 6",NA,NA
"843",93,"S 10","VAN","subject 6",NA,NA
"844",94,"S 10","VAN","subject 6",NA,NA
"845",95,"S 10","VAN","subject 6",NA,NA
"846",96,"NS 10","VAN","subject 6",NA,NA
"847",97,"NS 10","VAN","subject 6",NA,NA
"848",98,"NS 10","VAN","subject 6",NA,NA
"849",99,"NS 10","VAN","subject 6",NA,NA
"850",100,"NS 10","VAN","subject 6",NA,NA
"851",101,"S 11","VAN","subject 6",NA,NA
"852",102,"S 11","VAN","subject 6",NA,NA
"853",103,"S 11","VAN","subject 6",NA,NA
"854",104,"S 11","VAN","subject 6",NA,NA
"855",105,"S 11","VAN","subject 6",NA,NA
"856",106,"NS 11","VAN","subject 6",NA,NA
"857",107,"NS 11","VAN","subject 6",NA,NA
"858",108,"NS 11","VAN","subject 6",NA,NA
"859",109,"NS 11","VAN","subject 6",NA,NA
"860",110,"NS 11","VAN","subject 6",NA,NA
"861",111,"S 12","VAN","subject 6",NA,NA
"862",112,"S 12","VAN","subject 6",NA,NA
"863",113,"S 12","VAN","subject 6",NA,NA
"864",114,"S 12","VAN","subject 6",NA,NA
"865",115,"S 12","VAN","subject 6",NA,NA
"866",116,"NS 12","VAN","subject 6",NA,NA
"867",117,"NS 12","VAN","subject 6",NA,NA
"868",118,"NS 12","VAN","subject 6",NA,NA
"869",119,"NS 12","VAN","subject 6",NA,NA
"870",120,"NS 12","VAN","subject 6",NA,NA
"871",121,"S 13","VAN","subject 6",NA,NA
"872",122,"S 13","VAN","subject 6",NA,NA
"873",123,"S 13","VAN","subject 6",NA,NA
"874",124,"S 13","VAN","subject 6",NA,NA
"875",125,"S 13","VAN","subject 6",NA,NA
